summonerId,summonerName,leaguePoints,rank,wins,losses,veteran,inactive,freshBlood,hotStreak
VOux4hUnJ0rjF3Sf8jQUXP3PlJeCVqhkdYTSjq1Vo_6OR8-KmeNb2kWpQQ,I Hate Ξveryone,0,I,30,23,False,False,False,False
G2RQy2aSi_GOFsDrc6EX4yJOLhdU7yStvwxGIWv5fQ7pdxId,YeySou,48,I,116,110,False,False,True,False
OFGPKZzBeKX2HTeGOL-v2SQFC94CBOa6rvN-g588ovhOKTBkJpje2R077Q,Chovys Disciple,389,I,138,85,False,False,False,False
Sz-4YKs-b1_F77cOjb4PEIpVhLE0OorPrat32FrWUrUH0II,Mörlin,235,I,58,41,False,False,False,False
peUmSyG0vtW2Fyu2OriF7cIRsI3aJ0IXRBl-XZornV1ir5aK,Màthieuf,1,I,68,49,False,False,True,True
xfMe4Z2-2eeV6i5zYUUEeVTMwVJl2DRLfft7qSfKm4MvWcZc,EternaI Grey,518,I,421,402,False,False,True,False
f9fZ4F-9xvs1xF4lUD69Uq65nzehNbGsapqQOJjcekj3LoY,Bliio,378,I,121,110,True,False,False,False
J4FzUKx1R_TfDv0WiqoHiuBNXxY4V3HLp5quzhIazxJKXHY9,Sírinox,185,I,66,50,False,False,False,False
uv5DrtshmURvLHu7McRCmHktQ4HpbcgTaFO9rG5X88aYtUF_tPj32rRm0Q,ΒATU KHAN,449,I,75,46,False,False,False,False
e_-l7iwili8pQZTXSgfInlubRLSPSYLXE7rbhdiZLjW9Xi-M,EUW TaIent,0,I,35,21,False,False,False,False
QcOf8opkmEQHPFRCEvUEzwTS-DCKhzMYE2bbRzaQHVLRyKKx,yuumis passenger,78,I,148,144,False,False,False,False
MOK06c9D_fB3t0PcaFT2Wc2VVf8mDH14-9fWIEQiHFHqzlnp,iFatiko,117,I,93,76,True,False,False,False
fyqIOyihUpPkKw7wT0y3M_-BS0x0XTCQRrNNNGApES6vHfQnIZ74zDW14A,angelwings01,379,I,72,23,False,False,False,False
3MpzN0Y7hofhZZGIxMz8VHgCswcCb21mgKceaX_oGyqFWj_J,Fragzw,151,I,104,89,False,False,False,False
Z9W6_X75qz910AcvOgLUBtx7s3aDDA4n97g-b8FKcDmtPKA,HaknazZz Aggie,107,I,211,202,False,False,True,True
ukxqtxwfu3zb9Hr70H5ZvJeyB-ZOU6vL6SORDNAFfTpjPSk,Profenne,0,I,85,55,False,False,False,False
lbVE2Hg3_j49R1kjxAQXnmU1CcJvQ1RkAZlZ4sgc_QwA7tG2LaWUz-dPgQ,Fool of ä Took,170,I,178,192,False,False,False,False
fuTPdJs0F1WNrqIzwXD8MPw4kiZZmlTEOzL2rk_zvrjghio,JDG RULΕR,55,I,177,147,False,False,True,False
tFc_qHe-JoBELU7vQGFMgSWXnC-ICmrF1w_XCWSv_MDh6m1TV8xa6h-iEg,THY LTP KUL KA,39,I,133,123,False,False,True,False
JXzHR6T2oUrkabYcczgWa_IjosXFvY9oPyuw5rDsVd-4Er0,PaPaJoJo,100,I,85,79,False,False,False,False
MEWtcidYNDp1odYw4qb6bY23_VnACmssDD2fkLK_mNSa1PBoTbSpTWlkkg,,223,I,46,28,False,False,True,True
447KUJQfShCGbCqL8TdKi91B2u9UVRghwqPdYl9gepi8Zmk,Sollen xdd,57,I,101,92,False,False,False,False
0jGHcQbLQoTKyngnpK7Yq6yuNTlPBhjFyDWljMnVMZxGl2EEsA-Qk-ktvA,Theo Stinkalot,61,I,70,61,False,False,False,False
v4FEsV_07iD82nfFpqO_Xrgk7faTybfB2q4LdBYnjkIZBcU,TTV iLaaWz,4,I,33,24,False,False,False,False
aF5692HopkrrgmONFTIdTYXpKuoQh5WLL4IYhSyOrGDax6TnZOo_pxZB8w,Nemesis pick LB,456,I,59,33,False,False,False,False
H2JaHE-p_8fFo4OPlhMONrFBi0pZDiL7-wfGmYavu9oSebAKrQPAda-RMw,Qίyαnα,1,I,177,178,False,False,False,True
CtL5gX2kt2FB4QsYouWtQfa1SfjcZYZIom-QWw7HNHQ2Pew,valencienne,341,I,128,92,False,False,False,False
cw_GPbiLZXibyRj0eLrvncBXzw3Moi-KNVluTCeGqKkIi19vqGb4It_kKQ,Dénial,45,I,149,144,False,False,False,False
iwlVr-8hpl9jgAwx6n-tJXu9LiSpRlWj7dusrkgOmpB8R6PxJpdEsiA4Tw,Ban Theop,36,I,56,46,False,False,False,False
IWvo9U332CRtACvNNp-XbVY9XraxtcNBH77pcN6LQm8kKmc,Lowbob ad acc,222,I,190,175,False,False,False,False
3iAIOOCJgMsg6CU1-ZOInGrGI8DLEpGqNECcPKtlL4a_h0IbEcedXgwIJw,Paweł Dulczański,108,I,87,72,False,False,False,False
aDd1UPHuRHYUggiAPD8OrEfXWvO4qn766TcDUWxsWt4www8,lrinaih,320,I,217,199,True,False,False,False
9GdIeQSTBY5EFiIyyuEjyC-QD6ORYFhLjqRTLzRzloygHMk,El Para,155,I,75,62,False,False,False,False
_ItUCqHCvtXQtobRneqFpMFRPTiaHB66lmPYur5qQQjXESILZ2NYYsoj6w,GuoGuoOuO,299,I,174,163,False,False,False,False
6dAw5fhLRn4Rki8z4wBLQLARV7oMVV3UDhF1c5S2c5yttdY,Holgèr,379,I,144,133,True,False,False,False
lUMn8VtAkClIzkS6XnIzxFVp5JK9tnpG7Whykjt5nK5WsE-KN6X0nVBePg,BAUDEJAZ,186,I,137,120,False,False,False,True
TIv3p6LqwMUT77T6_-qIbqxe-uynfCmn629ed0Mr_xYW3A6g,Da3Douuch,0,I,113,100,False,False,False,False
OUOJU4XqhimyQIXB_U_T7OZhXioB5oimHLzI5STJWo95Vkzicf3PatMKFw,fullwaymaxwin777,257,I,47,31,False,False,False,False
htwb67ydX4duuBZhUdUao6dbIIIZEI5PSonywYokAG6qdZs,Nilsog,464,I,222,201,False,False,False,False
DtEsrpukq5vkfKjJFzI14iSoPGV0qrg271Pg_AmjoTogPYGo,Mike TysOrnn,1,I,99,96,False,False,False,True
sAcW5AcHHl6D1BV-Lh16uiPl72jWUe94g4CFk9RQfyhJpw1MgTMaOFufrw,c4v4be4ch,54,I,139,80,False,False,True,False
eEaAuLMTNZdVrf0pdDm3v63OWWTQGEzMzMH1M5ZyjCSsh48,E45 HIGHWAYRIDER,431,I,103,82,True,False,False,True
qJc3QlZqzp1bYflilWJwOp2mLe9ZPJ324aZySj_yBXP9UgQ,Benson Freitas,146,I,94,80,False,False,True,False
unZjyHzz6TxpP7r2pLQM2hGLCHaTII2mRRmmO5rpqHDVmSPG,dushueuwest,155,I,133,113,False,False,False,False
3vL-UykMR16CkECvRprIFfyDVCGLMfNWUEAdT6rqVvuhA4aF,LgenD fanboy,197,I,121,104,False,False,False,False
sSwXTUzp2wMu7GWd04XXQ2dWFDiEUV5aO_4-sBOUzQ3z7ug1,FurBur,1,I,33,22,False,False,True,False
xJznEG0hWXfp98F_IfirK6zLxQM-zptUdbfjgn9weiz8s28,BRRRR UZI,85,I,193,184,True,False,False,False
AWtnaw-BZhWopeIXvVqDV39OqA0VQaYebcQHld0guxaFZpeoxEKwk-bITg,,1,I,62,57,False,False,True,False
BrHld9aU3q-HPP2r0Inw5Fgb8YA_rUbyxnjHCZvf1ls8S1ocYUm0wfXBSg,KARSU FANBOY,25,I,42,32,False,False,False,False
HyGgLpj-84XZi29fI1L4pezA8z36zdd7mKk0ucR0HH6rg0s,freedabee1,500,I,94,69,False,False,False,False
pc8H2nP_nD3pPlR67rhl7LocpK4AcEpuLV_fsrCgEDYd94U,Taytsuke,351,I,312,301,True,False,False,False
8-Cu41NoXaJ-HZezNG-qZv72ViYJmQk-lvKf88tf_dZ-U7Ne,Godlike Quinn,487,I,103,70,True,False,False,False
lKaDgeCP5edZajs_zuRW6IWxa_-XmXBJEB5IdQha6Q5Ils8,McTapsa,83,I,169,144,False,False,True,False
4Cv1YrZFCy77OAWO2yz5XeS086iAQ51gC9iNyveap0Gx5Qej79zZR6e3lQ,Nerf 7odaV9,5,I,37,29,False,False,True,False
1TQ9MHEm5vdEf7_xGsuDz_ZWY-bbuD0LegU4OX6tlEUrCtZA25KZxx_59A,Shock Bomba,0,I,79,68,False,False,False,False
3EfDXF5E6LkM6FWLqCUdWt0LxgpAhstTbTShAEWDVvf2heyEhXTNvEdvQw,,266,I,103,73,False,False,False,False
_EmB6rYlucYRz5D94LUG7yvauiLWbpd4dmuP5RH5GBMQ5e4,La Abeja Beemo,270,I,97,84,False,False,False,False
jTECCuu-xG2CRMX1cWkbjplbFewLIZnBURP7dlfwZzk5ZKk,JsuisToutNuLà,232,I,131,123,True,False,False,True
x8ALLrdzuMT88PKav22qzBrw_hvyxNZ-kz1hlzFyf9gc_lg,Qiyana2016,316,I,157,124,False,False,False,False
7Fo8elrlzUIIVaLzDmOJ62hVb2flAz2ELWdy_g7bVI82PlFl,Vοyager 2,73,I,57,53,False,False,False,False
jWVghTiM6EqwMwqsimcvRCV4L8BnXEfgSWCyPjiIZeLygzM,CAIT R MACRON,163,I,83,69,False,False,False,False
-V-gosa7nMnF0U31j7_yNwERxgWjUjdp_NfCIpsq4f8VoMHU,ywzhkm,301,I,122,96,False,False,False,False
3En4yvXbTmBBAuHm_ISmtyjhoP4ZzGg6RbfD_qjb6_Cxlkxe1jlusp7BDg,Hal Kan San,204,I,57,40,False,False,False,False
UhgsE9hriG7Xd61R4x8cKONxz3pOqiijL6AXhtJyVCrULDoL1bQr_s9VAA,Ltanneverli,2,I,50,42,False,False,False,False
vVkoh8IPt9mzrUtCYl9Ox56_u3sc9JLuDPAB4Z4sveGY7kA,NorthKorænFemboy,18,I,186,174,False,False,False,False
LVSmYorrsRs0bNB-HJfTH_WK3fVCueSpIbh1fqpclVwTixU,Sisatitans,55,I,116,135,False,False,False,True
VSP9TwrGi7HMBb4PYtFOEVqPYTsB4WkR6QWHr7o3VpmKjVbo,Oibto,60,I,34,22,False,False,False,False
mmCAx_5dnqHxrfW6PwImzB55CadeZDitj75SxY_bj4Sh0jo,Enisise,20,I,134,129,False,False,True,False
upB1hy20bTOvaTCwirtIGl_sUj0KSUbIL5YOF11OeoNx,V9 Grisen,0,I,77,70,False,False,True,False
xL00C65tGBtDfOaWv5TVhDN5zb_rfIJ6IbbFdoFk3Obew6g,PRedoxMe,210,I,62,53,False,False,False,False
Hz9rlUAW2qJmBJVFl5P4JTzffyRQzvs-0kFNdgQ8CCbLMbsL1kL0ia2LiQ,,170,I,115,69,False,False,False,False
HeA8iBJlDJXpalB5eG6jOcTtOeL_Og6tGiqZaLNb4KB2N0c,gfrddfjhnl,20,I,81,66,False,False,False,False
ntSqES81zr3MQDy4RAw2AEUB58RWBR4JWgVqYuloehRCaEzlAcZw98Wzgg,Hi Im Vaiki,382,I,285,270,True,False,False,False
yENAHH0AiTX_bglAqBc8g0zWmoz-vguMJFcUngpZ6zvFPw1fq0-S6MCsSg,ttvDragonautik,77,I,38,33,False,False,False,False
6T88Wk0E3Gfo14VNAnh1OvpeRTS1L3Nkh2Erni-Jyp3R7QI,Zhx,22,I,166,145,True,False,False,False
AxesvIP4pOeB1PmlzWUyaz-Mq_YqRLAwMRmm2wYYH-ymNEc,Saskrath,31,I,28,20,False,False,True,False
XFJ4EF1GagNyAAgfyId8DFoaPkYaEcTWWzlBHQly2LG0UCU7j5rcqHbdQg,Zvorz,1,I,56,50,False,False,False,True
TdCkLGtbLUryv-RbzyDVJDHTMWtqrxnDHh6li7u_gNeFxgI,Practice,445,I,76,50,False,False,False,False
srlfZCe21nJZsOPGJvkvpnlqBtFxxG4t15bObSAwo7rNxy30LbTCfyw_sw,,53,I,98,72,False,False,False,False
46GKeXlhvp-lvhXt1sMEbM6LiSonFOOUpSQyqVQKVe-VsZTZ,Solipsism1,139,I,136,116,False,False,True,True
zWulgM_FMhlUg1Q-gcGRcV5miw_FXZ-Ng3N2HThLNSNbXHdcjsKJF27A0A,SD Rønin,399,I,241,221,True,False,False,True
-BZRO1CnFXxqZ8Zp3HQySXFRxLPKPllYKIshmmn6Ll7_4oZq,RacecarZilean,105,I,201,194,True,False,False,False
3VAf-NsDmtTGsVo-VL_SpBQsxlVBCLl8FEUJrSS_4U5oZmZk,WilIump and Nunu,32,I,72,62,False,False,False,False
KKlQ30IiJRwAqrA5Y8LzHysaPMOHVY5fOEYs7LDPryTckzk,Fewa,100,I,90,79,False,False,False,False
mvf7I4g7set_VmSXWJZ2LXZ2B4PyuPp45WnWwTnWVSEWi6iisTKnLbjiSw,ImTheMarmot,118,I,108,95,False,False,False,False
cVwAeDRz1HN5gJCDJswJwh6a4sJqxPxsl691tNkqb4_Dgmg,Tea,73,I,54,47,False,False,False,False
LR6F-XN0GJ8o0ZWp-3xtiHZzjRg3scurNk7k8ZwJ6gh6m38,BΑMSE,205,I,89,83,False,False,True,False
67S-RdvNAbKlPGgLNitIEXXbhhP31rvJ6sKXi5WZJomPAz8,Esu1,0,I,79,79,False,False,False,False
DTPCNPDEWn0FUZ14cxTaEDf2cNjgvrUQstkqpmA2GpFR9hw,minilotor,641,I,168,137,False,False,True,False
1p9lh2kzar5oer2XcbOudT6CRBQWg5FvSqV9NBbHOKoTTOR_FR36HE7XzQ,BardoGitano,617,I,145,130,True,False,False,False
GXKiB4x4Nb1mDavA5b27vFKQC8R8t_xIQa8toHG26L88UkQ,ExpandinAnieHole,317,I,166,153,True,False,False,False
dcC0TmEFpKVHN-bEhJSUHeinfagx8VCTpyMMCtBV2Lsl-cU,Pocop,135,I,41,28,False,False,False,False
ioxL4F2bI-1bMOA4cXjHp58eNUkeXN3sq8NRDbAWXiqNBAr15mYSrfwzdQ,emma hix feet,1,I,69,67,False,False,True,False
yHZzknzf4IHhurMzzNbwSBeU-tcBofLMlWpDF9-sU4-pEff6,wqrfsadfa,1,I,22,14,False,False,True,True
zqfb4naKQC1BLg98QLZ2y9G57M_RBYdl3Y1bBfHiugiOxAU,Emala,137,I,115,100,False,False,False,False
wj7FKqaxyaaQxvBQ4HnEwBC-bWlYsy3iF2pjyaZ5kx5npD97KqsGqqS5eA,heredis,23,I,52,21,False,False,True,False
2oQeYC-UTUPgdFap5D733bUShDON56e73UWuIopGECZpQ4yk,are you dreaming,84,I,101,70,True,False,False,True
mXz90FN21frXSRQ_jCK1KUsFkZKp36hjryUsqmYOZEXhHIk3,Hiena,244,I,53,39,False,False,False,False
lSB-6suwuQ3xsQyqqlF3KLPwSrE02iDB_8sK__2CZe3mkocK,1midlaner9noobs,102,I,130,126,True,False,False,False
spQAh4TsaFfxBxP59Lu7jCBq67DY_xg_vNxT8XRv1Neu4tNl,Lifenoncorn,0,I,147,108,False,False,False,False
W_eiwxC8inmTNaqoKy2Trw8GynLzjbgg9pNSw10DfjIMiO8,IHaveNoTeammates,236,I,94,77,True,False,False,False
-fWH9Qmg6NB6-I1tEl1aojMePGiUgOUG_dmJstg2mBygXFI,Yatzue,21,I,166,146,False,False,False,False
EYgIVhz67PMhInmAhRIFuR69RLuh98TXBM5Ey2tLJDQ2wACs,Yorickcidence,308,I,86,54,False,False,False,False
O0lflFL4Q_BRn6F3EkBH8WoJwCFSSMBAw7ZnnqKB8xh0toE,Paradοxe,42,I,174,161,True,False,False,False
PyK5hcG3cBMlBW_EIFgLcVD9HmC0fWiLq1ERFvFjoI_IiqBB,NoFizz4uSir,103,I,68,58,False,False,False,False
U-9DSJ56KGa5ccIXVpfx-Lb5N6bWlM7n-X0QkPjV341T3C02,noname kid m1d,9,I,68,40,False,False,False,False
y1kP6F1PftsiSQ0gMxYa40uLSQWWZDlOJBWNEy0QoFy845WXzgRMVnVOug,Namelessprox12,248,I,154,148,True,False,False,False
9_Bm9mQx7Tm7Rybc1iflRduDWZEUidYg7t71msT4xHme6hNgRpqL-JPznQ,Sςhintzσ,140,I,115,102,False,False,False,False
B98cS7_JfvvBFqCMgE32qB0DWtMyEmwWGShHdFoxh7PX-MuHwSQBrUEjdQ,got me twitching,90,I,50,42,False,False,False,False
OxYTfWes9u5ZB4y2MRO4Nc4-YLXYdQkCrdPk06Ds1rZPySBA,Gyomassive,323,I,123,109,True,False,False,False
1GImmY7GF2NIspixMo0xWBms3UKFKI--ymORk5XxFl2h_iI,AS Zweiradkaberg,21,I,150,138,False,False,False,True
z4IcsyY2wgBQwGUFhPHB-B6l2fJzez5eo4NJFdqe1xxik44,FMZ8,0,I,42,38,False,False,True,False
NvNmtFQ3lpJj5yAFYWP-5alo1rvyRQuqf08Y7WC369WpkxK_HJGtqqZ-3Q,iwantJ,362,I,225,178,False,False,True,False
MIZ8200BrZOtpq9QxmxJ3Ofvq_KCSDdvU996JX8V1kaMqbk,Lé milieu rural,88,I,75,51,False,False,False,False
8VtRt-DZQPlk1JpNA3J91QoGz7ez0k81CZWbS6DaqAeyF40X,Leansy,435,I,73,55,False,False,False,False
lmkkLomw0Z0o9dCUUY99mBjISEIENRyMDiZP0VBeDjtHSwdCzn3Ay1Qnlg,Raigos v9,56,I,68,51,False,False,False,False
vhk3Yn_UhpPMIXrpyGieqEY8HkTiRLa_ISZ6fQBVJBa1dY4,VOJÁK,423,I,66,45,False,False,False,False
cvwY5kh5RRCXmuJkek_tHXE2ORwWvJXvI7d_vOaG0VpXecP-,Nekoh,227,I,77,57,False,False,False,True
XXHF0ddQdTS56JLxyp8-tDnLqNl5oUy5Qh-5_Kzosm8DIWh0MmBb50PUoQ,,178,I,72,23,False,False,True,True
z4tUmTnWuZFUr97T3HYwlbS6a-4bk9PWYjqXz9ABqk9MkeI,FNC Best rivenEU,79,I,159,165,False,False,False,False
rAhpjulUoTxV3b78STES9G9l7ogFVm9HP4Uv5GCkPIeTJphWf9tFR7-tlA,severum mxdness,19,I,35,24,False,False,True,False
q8228PjZ7qNC_czC2Wl60K9rdNDAm0g8amCXJa7QJZeoiORKJGXa-XbWCg,CúntyDumpty,299,I,146,84,True,False,False,False
o4a3AJJ3XEE6zcIXQoJXl-2Ps8QP9NoIbMdAgS2z8vHq15kt,thot in bot,60,I,119,105,False,False,True,True
Teg4xScCrGPuUhdzeWdr7WWaT2ucuPb5qMOQWSTexLvWARg,Le BigŠ,197,I,70,58,False,False,False,False
N94iv-3da2vrxixv0kcNY4bx8TCo7m8Y5pGZI_U43UqPZn8u,F L I F O V I CH,92,I,54,46,False,False,False,False
1b3qLdmM-L4dJJ6BUDRdRX4d4gO4PnN089pCqOXE8Ce2Amw,KERBEROS LOL TTV,99,I,235,229,True,False,False,False
hEv3O4_yFkKGcdKrjKgOdZ6LdGhnDj2RXtcqSMbA2Fed3lYgHWZCXRCXdA,emxuwu feet,275,I,159,128,True,False,False,False
GD_0M08qGzRIPmh36_CESmOhXj9HcicUR_U52hKiheDtnXI,TheBiggestB0n3,40,I,54,41,False,False,True,False
g2cuPvDWZf0RyzHd8Lk3Hn-KyzG2GdmVkvk0-fGJoWSQyBc,Chanson triste,389,I,135,116,True,False,False,False
waxlwthzVNmfFF7G0YxlQ2zYVL_OAPGGJ93uU5X6svqmxtVzq2xJP4iihg,aeternum regnum,263,I,79,37,False,False,False,False
kN7sL4xQd03_J7-sUsXlJMh78qG1enfmRr33q6DUjoJwJEqr83krAUqQbQ,Otanuhilk,372,I,80,53,False,False,False,False
ZX_o-UQ8fcpON_VkHlwQfdV7QYIwYoVozvQxGI3b7WXrEnY,Smoviie,197,I,117,105,False,False,False,False
kDtWGWtSeGbpHHUwFF610s7v0eaXiEYGOXBqkRzZS5pnwoo,MILEURISTΑ,48,I,21,9,False,False,True,True
64xAyvGOasHUw7hZLDd2ciWfM6fLF6BVo3x_bGzSwz6rR0w,Xayah Lays 3ggs,349,I,74,44,False,False,False,False
CQtmt_pMVuMg4_jxw5-rVSAZqZldR-QugWuRtJNkxxkTcTg,MHtotal,70,I,92,86,True,False,False,False
4HWsCQ5jxc8wE4SovdqhHVGF59lZUHhJLcEFqQbR8tQ7Fqxc,MisiuPrzytulisiu,598,I,212,163,True,False,False,False
JLA7yuu4LDMxdrLKuLzVV6gpR9T2qnRQHdwa96CCN5kVWsogf-L8-uuQpg,NeiZuah,262,I,139,125,True,False,False,False
grm-tnw58x1197Fng4bqQTIMCDRByuIMV-RE1KhD9WgXEKE,GamaBontA,5,I,143,147,False,False,False,False
q0yvZlMCR6U_ALG-9nqJ4ETbUTw-BcQT3XxVUF2rImYvwV8,Drakenyx,86,I,63,50,False,False,False,False
EMwnZ67wmxa4VGwaA9sD7uyZ2h4vatPkyoXNbTfOF1ZwC54,XeKø,0,I,84,68,False,False,False,False
QCh4llIyATrAAkYrFrubPman1tmGj8uAWp5EVaeyObwCW5o,IP Masquerena,122,I,86,80,False,False,False,False
XrcPQESmtesaHVJpRgBBdXsbO7su41p6KDIJBmFFvQtIiD0H,WeAreGonnaMakeIt,405,I,100,71,False,False,False,False
_IeviLqKcSBFBQAfO-FjXqPluxHaGVOznrY5Gs7p_3ajDKo,Nøah,140,I,54,44,False,False,False,True
ms4gXdFbKpNtiso1n_f8p3x5Kqdk9IkgWjztoz5NEgobx3A,BouxeEz,19,I,215,216,False,False,True,True
OMTMMn_l3P4veKGwKhlispBZn6Yog3abbbkAwfOWZukwnkg,COC Thai Ming,207,I,87,78,False,False,False,False
PFmYAWmzs6TWBhXGQbqZSX106ZTeZI8jlhAgGyKa5Pv-lXk,Schmídtii,90,I,120,104,False,False,False,False
rAMnHAkc_aqrWnQtXj44Tm0yHN3VCeK6IJcNNpIHo-I33fE,Helboy77,358,I,138,115,True,False,False,False
x2pmmvUFH3u_mS_0QNs9BXI9QUiK6jqIanLSEDn4IWnlYZw,Banzaï Koala,135,I,144,139,True,False,False,False
OPXzV2hJbezkJxHP5pI_KXXmsl-Oq3P6LKT5qYdGJPh_-Ow,Three Pounds,1,I,135,114,False,False,True,False
v6QARjh4nyio9XJ60GXbZ3nbWjZzaIIENIHqFObyVOY_BkKVOKvFx_tiFw,Chłopczyk zbawca,76,I,228,230,True,False,False,False
_eNX96QqCHhLEhYmKiYVmdjM6-QAoqnr61su3xBRotBaKNY,Dym le Banni,494,I,469,435,True,False,False,False
HVecgSjOmixUwXvhffuyXU4eBW6FQHCekZFfSbvjxpVegZY,Ensidia,29,I,48,27,False,False,False,False
hM7w_l9ivaJJK2lRV2MnOfVBKu_CoIkfMt-1P-ZY6DIR7Z_I,NiIsson,335,I,55,35,False,False,False,False
smjeRJBSsvGhAR19zHXtDAltz5es99rOR-X8SbDyyObyUtC6xpu1mKAKpg,Annuelp,16,I,25,15,False,False,False,False
J6WS8-EXS5q4WsbAFN08NBGn-t9G4bw0yRTQFtCModhyZV9Cf5jcy_DkxQ,,0,I,49,20,False,False,False,False
GBrz23mrk8CHWeK30-pM3YizCLQTMX0WMGiEq11BWgwhF4M,Stæbbed,353,I,133,110,False,False,False,False
FPvg1ECY1T02gTmbA-vLL1p76O-huFKHh3BzG4TrWVcmI5-S,B3RKEVIC,65,I,110,110,False,False,False,False
TodKBpRyZsyPwvVUe_3rvHGm-jrb4beBiikvIJdVjyNwfWg,Tommγ Jado,0,I,116,75,False,False,False,False
D_nMAEBETf1enxa27qiAi-lo_nUlcaXtHIdRYr-G-07lnVm0,Dont do pharmacy,96,I,185,192,True,False,False,False
Jjgm4kLKxfQQC7fFKITAVio_0iRfKaVYh5vE4tcgQhMv3m8,TTV milnolol,62,I,111,117,False,False,False,True
SzNp3UoMCVh7mJMf7DLnQWS-ZGphywH5JyyOkKhK1xcC-hrQVMyp9nVPrg,recklessbaboon,32,I,116,92,True,False,False,False
vJ_xD5J1wgEsJi9Fdi7XYs71pQqBlFGZtJ40LadR-K9rtFDWnEfkfY9yLg,recommend dodge,192,I,27,10,False,False,False,False
uBXY7lZWu21cii-c5dTjOoC4e4GunowwgZKyNqr120QOnho,SSB Antopro24,220,I,144,133,False,False,False,True
_qBRz_YMVPOBLyYGRjdy1B7Yyr-P64U-EZj741eh9KM9wi9N,Im missing her,1,I,49,32,False,False,True,True
woo2LcYReuNwdEj8kuVIjVRrUEtvSkRuG9Ku3nLKz7cfG0Um,Crazyadri1v9 YT,471,I,186,167,True,False,False,False
clWMYyfOmD5PD901QxcFFY-ogkw06l-O5rcOUWz5hNdnjQDy9oDwWSHIVQ,Vermax,345,I,82,69,True,False,False,False
wTO0Ltcrge-lFfkn_lpLWzD3Q9DVhMAbROMAHDSW7rCykJCL1mXvHxDW7w,galefors,183,I,111,94,False,False,False,False
BwIhfZbA70u2gHkBa2L5objRiFn1UZ0w0RNsHG412r7Il78,insumark,273,I,37,20,False,False,False,False
Pq6qRWRggFblE262fI4E76B_3d3nHh6fJQItQ4_Xlt_GCXyP,Muffieee,204,I,173,151,True,False,False,False
40hzEAF9TGxgHqDuhhpgS0pNlp_vaL726edSZgsEH5LTr9LWa1tpFRfW4Q,TTV kris1v9,24,I,123,98,False,False,True,False
xZGgprxHrHsMiiYx82BljaV-C8-sDHUNIQ0210pS0OgBeoY,Hiahu,45,I,62,58,False,False,False,False
d684fBkkT770cF5ELTcZx4ydh3sQVnKv_1PTjIIA_7V4seo,Rotec,564,I,136,100,False,False,False,False
0sS6DL9ijLaEhDwWdxcEtuGbHg4i_scf2zh9g86cRAQsIQj7U8aWtuqt1w,moscowtr407,33,I,79,47,False,False,False,False
M1vGOZjSr0l2vLsn2cQuKooUm4BQSwUqpWeayBht9CdhsX8,BeruhigDichArne,0,I,36,28,False,False,True,False
b8hVdtyu8ua8e15EYTpc59_O63oBMO40KAgtCAkOje4FhWV5yG4q8qTvnw,Shidulu,9,I,105,102,False,False,False,False
4bA-mVZjBStUnL1QEYBHNrJ1O4wnztXNVLqg8HqaHCvB6IkQ,GdLookinGamer,217,I,235,221,False,False,False,False
eJ4QQMIuE78B48pB5J6xZQ4qhPOw4NpgE2Tp-U2Pi7aMUL1RWEaBxWpXMg,Hichem is XCM,230,I,123,107,True,False,False,False
9HkNjeurarxc4OcD5cppnJeGeP7gzxRsJdVzONICn6OVy10,Wasureta,0,I,50,38,False,False,True,False
7O6lN1VEL4eNUF6-dGFjNBf_nif-Emn_1QMIClNb_9pzSgvaPN0sxyb5YA,Princess DAV333D,0,I,43,32,False,False,False,False
r53OEkeamaQ47yYfU8eVIdBpE4TalQebB6LJqPLC-G3JbAI,JINÐAN,56,I,67,64,False,False,False,False
gopOk-Oml9L_vXVEd-sFC14Y2zcFwfV_XugxPWDQlYulFpE8,TD Frosty,157,I,33,19,False,False,False,False
FDgstbWshw_iF32Kud5whA0_QonpVFdLwcem3PmF2gqMrYHz,McDonalds McMenü,25,I,131,126,True,False,False,False
QyxVL8oPDMgWV7Eyh_KW_i6JxLZVmWRN0mnmKX4-q0Ccm50,FULL MUTE INTERS,0,I,112,101,False,False,False,False
Z1IYNyFoGiF3avEOoaZxuYqZfbFxN3KZqI8ty4rIZNrrOx4,Clowns Phobia,115,I,79,68,False,False,False,False
ne1qAjVAkzw_m59joeSlQPQS6afqJWMHctR-01t2HAXKY-oEBSWcyAYlrg,BrokePitLeak,135,I,61,51,False,False,False,False
IrojhAJo1qOikKJ4k4HAscPKDqooFJWoaE2djZQVMMLY11g,Punpapery,84,I,357,388,True,False,False,False
HVCJ1L9r3oVMY9BgoWW7Jo9V5in2uWA50NHuAytA9odCyn1-XW_RCnwajw,ßrrr,21,I,43,41,False,False,False,False
XjuFDP-cmfm4qRfePLH9ArLtMqCLsA_zXCv5l9PWx-u3TsE,HAPPY DEAL,27,I,56,48,False,False,False,False
T6gGFV8mvTcLkW5mPiEPLTzdbvHXPPsimB0_cnmH71afa2M,ArticunoPower,58,I,142,122,False,False,False,False
Z1uRRcio-ikz7Qn11TrJain6yxTXVr1KO_BJNya7LsOERA4,Danvidex,62,I,59,48,False,False,False,False
2A5L-D2_n-vJ7i2AAeGPiqLoRBymtdfwe2dbMwZJbSlZKiY,messy in heaven,1,I,61,42,False,False,True,False
